,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
2839,He Hate Me,Green Language,Rustie,2014-08-25,196360,14,0.477,0.388,0.477,0.654,0.0,0.191,-6.928,0.306,109.969,4
2840,Velcro,Green Language,Rustie,2014-08-25,198333,15,0.628,0.153,0.628,0.757,0.916,0.0677,-7.164,0.0623,146.002,4
2841,Lost,Green Language,Rustie,2014-08-25,201560,18,0.775,0.0541,0.775,0.858,1.38e-06,0.327,-7.043,0.315,142.959,4
2842,Dream On,Green Language,Rustie,2014-08-25,187960,12,0.425,0.0229,0.425,0.67,9.44e-06,0.386,-6.804,0.0617,87.907,4
2843,Lets Spiral,Green Language,Rustie,2014-08-25,147480,10,0.194,0.00263,0.194,0.758,0.315,0.421,-10.839,0.0809,135.268,4
2844,Green Language,Green Language,Rustie,2014-08-25,114797,14,0.33,0.994,0.33,0.205,0.901,0.277,-26.878,0.0444,116.973,4
2845,"Dream On [Chopped & Screwed by Michael ""5000"" Watts]",Green Language,Rustie,2014-08-25,233886,5,0.449,0.27,0.449,0.662,0.0,0.104,-9.325,0.32,73.837,4
2846,Attak [Chopped & Screwed by Mike 5000 Watts],Green Language,Rustie,2014-08-25,280490,10,0.599,0.361,0.599,0.752,0.0,0.255,-7.938,0.229,113.798,4
2847,Up Down [Chopped & Screwed by Mike 5000 Watts],Green Language,Rustie,2014-08-25,268974,5,0.645,0.413,0.645,0.639,0.0,0.43,-9.137,0.297,114.152,4
2848,He Hate Me [Chopped & Screwed by Mike 5000 Watts],Green Language,Rustie,2014-08-25,237036,4,0.343,0.432,0.343,0.669,0.0,0.627,-9.472,0.499,182.651,3
2849,Lost [Chopped & Screwed by Mike 5000 Watts],Green Language,Rustie,2014-08-25,282948,4,0.762,0.446,0.762,0.905,2.26e-06,0.5,-8.825,0.309,118.884,4
2850,Mickey Mouse and the Goodbye Man,Grinderman 2,Grinderman,2010-09-14,342360,21,0.383,0.0851,0.383,0.67,0.0104,0.0899,-6.65,0.064,156.093,4
2851,Worm Tamer,Grinderman 2,Grinderman,2010-09-14,193133,23,0.443,0.0011,0.443,0.905,0.0549,0.0967,-3.865,0.0671,112.849,5
2852,Heathen Child,Grinderman 2,Grinderman,2010-09-14,299440,19,0.458,0.0308,0.458,0.713,0.0,0.449,-6.942,0.0544,100.084,4
2853,When My Baby Comes,Grinderman 2,Grinderman,2010-09-14,408666,17,0.273,0.0786,0.273,0.624,0.0329,0.0985,-5.758,0.0431,118.966,4
2854,What I Know,Grinderman 2,Grinderman,2010-09-14,199400,12,0.47,0.128,0.47,0.477,0.0,0.275,-16.984,0.0743,112.186,4
2855,Evil!,Grinderman 2,Grinderman,2010-09-14,175480,15,0.107,0.00771,0.107,0.95,0.0,0.375,-3.482,0.128,74.777,3
2856,Kitchenette,Grinderman 2,Grinderman,2010-09-14,316680,15,0.411,0.00961,0.411,0.621,0.0,0.122,-5.487,0.0299,71.007,4
2857,Palaces of Montezuma,Grinderman 2,Grinderman,2010-09-14,212226,41,0.461,0.0681,0.461,0.692,0.00176,0.111,-7.464,0.0273,104.687,4
2858,Bellringer Blues,Grinderman 2,Grinderman,2010-09-14,330560,16,0.123,0.00453,0.123,0.846,0.0,0.217,-4.368,0.0382,85.688,4
2859,Sacrilegious,Habits & Contradictions,ScHoolboy Q,2012-01-14,211436,49,0.773,0.32,0.773,0.508,0.102,0.106,-8.583,0.0558,133.966,4
2860,There He Go,Habits & Contradictions,ScHoolboy Q,2012-01-14,200129,52,0.835,0.451,0.835,0.754,0.0,0.107,-7.182,0.318,144.115,4
2861,Hands on the Wheel (feat. Asap Rocky),Habits & Contradictions,ScHoolboy Q,2012-01-14,197131,64,0.646,0.0166,0.646,0.784,0.0,0.0721,-7.471,0.108,127.839,4
2862,Sex Drive (feat. J Hene Aiko),Habits & Contradictions,ScHoolboy Q,2012-01-14,202232,37,0.656,0.115,0.656,0.887,0.0119,0.109,-8.398,0.152,84.152,4
2863,Oxy Music,Habits & Contradictions,ScHoolboy Q,2012-01-14,227810,40,0.832,0.181,0.832,0.744,0.00258,0.0612,-5.721,0.239,122.894,4
2864,My Hatin Joint,Habits & Contradictions,ScHoolboy Q,2012-01-14,254682,39,0.504,0.357,0.504,0.54,0.0,0.215,-7.025,0.103,143.203,4
2865,Tookie Knows,Habits & Contradictions,ScHoolboy Q,2012-01-14,85942,33,0.661,0.00216,0.661,0.853,0.000128,0.547,-6.516,0.271,143.997,4
2866,Sexting,Habits & Contradictions,ScHoolboy Q,2012-01-14,201778,36,0.746,0.269,0.746,0.745,0.0,0.143,-6.454,0.302,127.888,4
2867,Groovline Pt. 1 (feat. Dom Kennedy & Currency),Habits & Contradictions,ScHoolboy Q,2012-01-14,300025,38,0.538,0.512,0.538,0.404,0.0,0.107,-11.93,0.344,75.473,1
2868,Gangsta in Designer (No Concept),Habits & Contradictions,ScHoolboy Q,2012-01-14,228466,37,0.693,0.565,0.693,0.923,2.07e-05,0.469,-4.343,0.252,80.414,4
2869,Druggys Wit Hoes Again (feat. Ab Soul),Habits & Contradictions,ScHoolboy Q,2012-01-14,219033,44,0.824,0.0332,0.824,0.573,0.0,0.0858,-7.436,0.257,139.87,4
2870,NigHtmare on Figg St,Habits & Contradictions,ScHoolboy Q,2012-01-14,216177,36,0.51,0.0747,0.51,0.568,0.0,0.136,-7.574,0.431,141.73,4
2871,My Homie,Habits & Contradictions,ScHoolboy Q,2012-01-14,227337,34,0.671,0.208,0.671,0.759,0.0,0.137,-6.898,0.261,81.501,4
2872,NiggaHs.Already.Know.Davers.Flow,Habits & Contradictions,ScHoolboy Q,2012-01-14,233360,32,0.789,0.33,0.789,0.802,0.0,0.291,-6.923,0.171,119.895,4
2873,2 Raw (feat. Jay Rock),Habits & Contradictions,ScHoolboy Q,2012-01-14,278743,35,0.553,0.099,0.553,0.814,0.0,0.532,-7.821,0.199,145.914,4
2874,Earthquake,Halcyon Digest,Deerhunter,2010-09-27,300200,38,0.29,0.0183,0.29,0.428,0.762,0.115,-8.42,0.036,180.911,4
2875,Don't Cry,Halcyon Digest,Deerhunter,2010-09-27,169333,37,0.571,0.283,0.571,0.678,0.0051,0.148,-7.389,0.0421,101.922,4
2876,Revival,Halcyon Digest,Deerhunter,2010-09-27,133666,57,0.655,0.027,0.655,0.806,0.00482,0.28,-6.493,0.0335,119.029,4
2877,Sailing,Halcyon Digest,Deerhunter,2010-09-27,299573,35,0.319,0.923,0.319,0.138,0.278,0.112,-17.966,0.0393,97.901,3
2878,Memory Boy,Halcyon Digest,Deerhunter,2010-09-27,128973,35,0.43,7.37e-05,0.43,0.595,0.489,0.109,-6.722,0.035,125.072,4
2879,Desire Lines,Halcyon Digest,Deerhunter,2010-09-27,404413,55,0.318,0.0559,0.318,0.918,0.297,0.659,-6.289,0.0374,120.567,4
2880,Basement Scene,Halcyon Digest,Deerhunter,2010-09-27,221066,34,0.45,0.814,0.45,0.436,0.5,0.107,-10.17,0.0252,99.661,4
2881,Helicopter,Halcyon Digest,Deerhunter,2010-09-27,298173,48,0.503,0.219,0.503,0.718,0.511,0.258,-7.202,0.039,73.989,4
2882,Fountain Stairs,Halcyon Digest,Deerhunter,2010-09-27,157520,33,0.417,8.2e-05,0.417,0.76,0.868,0.399,-6.986,0.0355,116.017,4
2883,Coronado,Halcyon Digest,Deerhunter,2010-09-27,199160,35,0.52,0.00017,0.52,0.93,0.474,0.101,-5.052,0.0421,117.103,4
2884,He Would Have Laughed,Halcyon Digest,Deerhunter,2010-09-27,449373,52,0.354,0.461,0.354,0.668,0.72,0.159,-7.9,0.0392,118.54,4
2885,Acrobat,Half Way Home,Angel Olsen,2012-09-04,217788,37,0.307,0.958,0.307,0.144,0.000535,0.107,-14.15,0.037,81.926,3
2886,The Waiting,Half Way Home,Angel Olsen,2012-09-04,222616,44,0.606,0.72,0.606,0.492,0.0,0.125,-8.247,0.0419,108.289,4
2887,Safe in the Womb,Half Way Home,Angel Olsen,2012-09-04,322503,27,0.581,0.896,0.581,0.0495,0.000115,0.111,-15.337,0.0399,114.408,3
2888,Lonely Universe,Half Way Home,Angel Olsen,2012-09-04,442776,33,0.482,0.875,0.482,0.059,6.6e-06,0.102,-14.21,0.0406,113.89,3
2889,Can't Wait Until Tomorrow,Half Way Home,Angel Olsen,2012-09-04,137852,25,0.558,0.932,0.558,0.0285,0.0,0.113,-15.787,0.0634,108.322,4
2890,Always Half Strange,Half Way Home,Angel Olsen,2012-09-04,169534,24,0.381,0.915,0.381,0.107,0.0,0.107,-14.334,0.079,79.271,4
2891,You Are Song,Half Way Home,Angel Olsen,2012-09-04,231528,27,0.468,0.888,0.468,0.0566,0.00032,0.109,-19.379,0.0537,154.169,3
2892,Miranda,Half Way Home,Angel Olsen,2012-09-04,288116,27,0.576,0.909,0.576,0.0623,0.0,0.108,-14.582,0.0452,104.454,3
2893,The Sky Opened Up,Half Way Home,Angel Olsen,2012-09-04,247199,24,0.503,0.865,0.503,0.196,0.000115,0.116,-16.199,0.051,119.843,4
2894,Free,Half Way Home,Angel Olsen,2012-09-04,149239,39,0.479,0.67,0.479,0.281,4e-05,0.155,-10.522,0.0272,109.613,4
2895,Tiniest Seed,Half Way Home,Angel Olsen,2012-09-04,209312,28,0.531,0.862,0.531,0.111,0.0,0.107,-13.497,0.0317,106.491,3
2896,Hanging Gardens,Hanging Gardens,Classixx,2013-08-19,324293,9,0.683,0.0915,0.683,0.791,0.812,0.306,-8.557,0.0461,117.026,4
2897,All You're Waiting For feat. Nancy Whang,Hanging Gardens,Classixx,2013-08-19,257213,5,0.799,0.0531,0.799,0.684,0.051,0.0588,-5.87,0.0456,121.972,4
2898,Holding On,Hanging Gardens,Classixx,2013-08-19,380240,12,0.716,0.00535,0.716,0.871,0.289,0.0464,-6.168,0.0729,123.003,4
2899,Rhythm Santa Clara,Hanging Gardens,Classixx,2013-08-19,182573,2,0.85,0.00328,0.85,0.532,0.666,0.0385,-11.552,0.17,116.01,4
2900,Dominoes,Hanging Gardens,Classixx,2013-08-19,253773,4,0.659,0.0558,0.659,0.782,0.0335,0.0991,-7.231,0.0548,116.003,4
2901,A Fax From The Beach,Hanging Gardens,Classixx,2013-08-19,339000,2,0.676,0.127,0.676,0.925,0.844,0.1,-8.194,0.0447,122.996,4
2902,Long Lost feat. Active Child,Hanging Gardens,Classixx,2013-08-19,291666,2,0.511,0.323,0.511,0.64,0.277,0.127,-9.514,0.0355,168.077,4
2903,A Stranger Love feat. Sarah Chernoff,Hanging Gardens,Classixx,2013-08-19,239880,5,0.546,0.0157,0.546,0.908,0.000576,0.257,-6.043,0.0466,117.006,4
2904,I'll Get You feat. Jeppe,Hanging Gardens,Classixx,2013-08-19,239760,6,0.789,0.00048,0.789,0.595,0.18,0.0705,-7.452,0.0581,123.001,4
2905,Supernature,Hanging Gardens,Classixx,2013-08-19,229746,1,0.715,0.0516,0.715,0.796,0.924,0.105,-9.092,0.046,100.029,4
2906,Jozi's Fire,Hanging Gardens,Classixx,2013-08-19,346640,1,0.732,0.000427,0.732,0.554,0.753,0.0497,-7.99,0.048,118.008,4
2907,Borderline feat. Jessie Kivel,Hanging Gardens,Classixx,2013-08-19,267160,5,0.786,0.423,0.786,0.525,0.461,0.0876,-8.271,0.0388,128.014,4
2908,You Can't Live There Forever,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,241598,47,0.656,0.445,0.656,0.244,0.715,0.118,-12.489,0.0308,110.048,4
2909,Blank #11,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,69387,27,0.159,0.823,0.159,0.202,0.0312,0.12,-14.485,0.0417,131.842,3
2910,"January 10th, 2014",Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,339229,39,0.328,0.0132,0.328,0.778,0.0539,0.0631,-6.409,0.0522,161.925,4
2911,The Word Lisa,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,123441,29,0.458,0.0174,0.458,0.92,0.000433,0.135,-5.817,0.0744,151.969,4
2912,Rage Against the Dying of the Light,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,210002,30,0.354,0.0158,0.354,0.672,0.283,0.115,-7.758,0.0377,165.853,4
2913,Ra Patera Dance,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,269795,28,0.349,0.0461,0.349,0.723,0.235,0.105,-6.196,0.0514,159.714,4
2914,Mental Health,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,247279,31,0.557,0.489,0.557,0.249,0.00841,0.105,-13.069,0.0265,104.337,4
2915,Wendover,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,177101,27,0.459,0.009,0.459,0.85,0.05,0.43,-6.885,0.0347,160.274,4
2916,We Need More Skulls,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,260750,26,0.575,0.0116,0.575,0.705,0.283,0.677,-7.485,0.0291,103.948,4
2917,Haircuts for Everybody,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,164598,26,0.307,0.07,0.307,0.64,0.248,0.114,-6.586,0.031,150.264,3
2918,Willie (For Howard),Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,190650,25,0.504,0.406,0.504,0.552,0.132,0.102,-10.261,0.0276,146.026,3
2919,I Can Be Afraid of Anything,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,430157,30,0.312,0.049,0.312,0.824,0.003,0.323,-6.078,0.0442,170.848,4
2920,Mount Hum,Harmlessness,The World Is A Beautiful Place & I Am No Longer Afraid To Die,2015-09-25,501558,25,0.279,0.0468,0.279,0.651,0.119,0.0689,-9.308,0.0474,114.99,4
2921,Letting Go,Harmonicraft,Torche,2012-04-24,123351,23,0.325,1.28e-06,0.325,0.919,0.901,0.12,-3.962,0.0698,122.59,4
2922,Kicking,Harmonicraft,Torche,2012-04-24,155101,30,0.231,0.000156,0.231,0.83,0.465,0.503,-4.982,0.0628,140.3,4
2923,Walk It Off,Harmonicraft,Torche,2012-04-24,85926,22,0.357,4.74e-06,0.357,0.931,0.664,0.484,-3.51,0.0707,102.9,4
2924,Reverse Inverted,Harmonicraft,Torche,2012-04-24,230529,21,0.313,2.39e-06,0.313,0.696,0.959,0.148,-4.372,0.0419,135.032,4
2925,In Pieces,Harmonicraft,Torche,2012-04-24,189313,20,0.227,0.00191,0.227,0.923,0.838,0.496,-5.435,0.057,142.061,4
2926,Snakes Are Charmed,Harmonicraft,Torche,2012-04-24,194708,20,0.206,7.89e-05,0.206,0.727,0.65,0.318,-5.225,0.0392,106.92,4
2927,Sky Trials,Harmonicraft,Torche,2012-04-24,78212,18,0.241,1.69e-06,0.241,0.958,0.894,0.321,-4.701,0.114,116.967,4
2928,Roaming,Harmonicraft,Torche,2012-04-24,200817,17,0.209,0.0013,0.209,0.78,0.5,0.296,-6.04,0.0397,123.164,4
2929,Skin Moth,Harmonicraft,Torche,2012-04-24,198574,18,0.361,6.72e-05,0.361,0.914,0.487,0.165,-5.392,0.0497,92.684,4
2930,Kiss Me Dudely,Harmonicraft,Torche,2012-04-24,108904,17,0.332,5.84e-06,0.332,0.918,0.864,0.358,-5.243,0.0543,138.352,4
2931,Solitary Traveler,Harmonicraft,Torche,2012-04-24,168569,18,0.284,6.73e-06,0.284,0.672,0.875,0.131,-5.207,0.0362,105.305,4
2932,Harmonicraft,Harmonicraft,Torche,2012-04-24,195076,18,0.382,7.97e-06,0.382,0.808,0.862,0.146,-7.913,0.043,102.411,4
2933,Looking On,Harmonicraft,Torche,2012-04-24,333624,15,0.0789,0.00198,0.0789,0.159,0.737,0.14,-6.668,0.0426,83.853,4
2934,No Serenity,Hasta La Muerte,Xibalba,2012-08-14,238533,25,0.331,0.000417,0.331,0.98,0.847,0.0913,-3.552,0.133,134.493,4
2935,Soledad,Hasta La Muerte,Xibalba,2012-08-14,332946,19,0.291,0.000439,0.291,0.973,0.893,0.141,-3.586,0.0786,150.192,3
2936,Laid to Rest,Hasta La Muerte,Xibalba,2012-08-14,241746,22,0.281,0.00024,0.281,0.982,0.863,0.267,-3.757,0.0956,145.683,4
2937,Burn,Hasta La Muerte,Xibalba,2012-08-14,203386,18,0.181,3.19e-05,0.181,0.963,0.885,0.21,-3.324,0.082,92.075,4
2938,Sentenced,Hasta La Muerte,Xibalba,2012-08-14,345266,16,0.347,0.00148,0.347,0.972,0.895,0.116,-4.026,0.0934,116.913,4
2939,The Flood,Hasta La Muerte,Xibalba,2012-08-14,313453,14,0.25,0.000987,0.25,0.868,0.928,0.301,-5.625,0.0548,90.416,4
2940,Hasta La Muerte,Hasta La Muerte,Xibalba,2012-08-14,295626,26,0.294,0.000153,0.294,0.942,0.879,0.192,-3.868,0.068,133.596,4
2941,Mala Mujer,Hasta La Muerte,Xibalba,2012-08-14,211693,17,0.248,5.49e-06,0.248,0.991,0.873,0.13,-4.396,0.0869,139.574,4
2942,Stoneheart,Hasta La Muerte,Xibalba,2012-08-14,223066,15,0.293,0.00043,0.293,0.99,0.9,0.313,-3.491,0.108,126.832,4
2943,Lujuria,Hasta La Muerte,Xibalba,2012-08-14,503680,15,0.235,0.000129,0.235,0.904,0.931,0.098,-4.809,0.0687,80.851,4
2944,Cold,Hasta La Muerte,Xibalba,2012-08-14,380093,17,0.217,0.000489,0.217,0.951,0.888,0.118,-3.72,0.118,90.282,4
2945,Feel You,Have You In My Wilderness,Julia Holter,2015-09-25,248653,42,0.445,0.0111,0.445,0.711,5.89e-05,0.0932,-5.483,0.0304,142.034,4
2946,Silhouette,Have You In My Wilderness,Julia Holter,2015-09-25,233546,36,0.445,0.173,0.445,0.469,0.000624,0.0998,-5.981,0.0291,178.052,4
2947,How Long?,Have You In My Wilderness,Julia Holter,2015-09-25,238346,27,0.222,0.513,0.222,0.217,0.0,0.121,-7.958,0.0326,65.634,5
2948,Lucette Stranded on the Island,Have You In My Wilderness,Julia Holter,2015-09-25,406933,29,0.32,0.486,0.32,0.528,0.0264,0.269,-6.864,0.0301,83.993,4
2949,Sea Calls Me Home,Have You In My Wilderness,Julia Holter,2015-09-25,187360,45,0.319,0.126,0.319,0.544,1.07e-05,0.261,-6.801,0.0364,79.532,4
2950,Night Song,Have You In My Wilderness,Julia Holter,2015-09-25,252546,28,0.256,0.785,0.256,0.293,0.000918,0.123,-8.502,0.0328,133.436,4
2951,Everytime Boots,Have You In My Wilderness,Julia Holter,2015-09-25,208586,34,0.552,0.0182,0.552,0.69,0.0145,0.103,-8.747,0.0322,102.035,4
2952,Betsy On The Roof,Have You In My Wilderness,Julia Holter,2015-09-25,375960,28,0.27,0.535,0.27,0.446,5.65e-06,0.141,-6.575,0.0308,115.543,4
2953,Vasquez,Have You In My Wilderness,Julia Holter,2015-09-25,397426,26,0.404,0.097,0.404,0.677,0.0338,0.0824,-7.299,0.0329,140.894,4
2954,Have You In My Wilderness,Have You In My Wilderness,Julia Holter,2015-09-25,216560,26,0.22,0.616,0.22,0.28,0.0238,0.332,-9.476,0.0341,134.763,3
2955,Closer,Heartthrob,Tegan and Sara,2013,209280,63,0.588,0.00174,0.588,0.751,6.57e-05,0.353,-7.588,0.0328,136.979,4
2956,"Goodbye, Goodbye",Heartthrob,Tegan and Sara,2013,206160,42,0.684,0.0266,0.684,0.873,0.000123,0.0928,-5.581,0.0316,134.97,4
2957,I Was a Fool,Heartthrob,Tegan and Sara,2013,204213,48,0.472,0.104,0.472,0.67,1.77e-05,0.0843,-7.26,0.0266,176.045,4
2958,I'm Not Your Hero,Heartthrob,Tegan and Sara,2013,231133,42,0.731,0.00233,0.731,0.739,0.00795,0.0929,-7.005,0.0323,121.98,4
2959,Drove Me Wild,Heartthrob,Tegan and Sara,2013,229253,41,0.628,0.0308,0.628,0.956,0.0,0.276,-2.53,0.0371,129.047,4
2960,How Come You Don't Want Me,Heartthrob,Tegan and Sara,2013,171786,40,0.706,0.097,0.706,0.748,0.0,0.524,-4.679,0.0471,101.93,4
2961,I Couldn't Be Your Friend,Heartthrob,Tegan and Sara,2013,259320,35,0.677,0.00422,0.677,0.793,3.02e-05,0.381,-6.58,0.0356,134.993,4
2962,Love They Say,Heartthrob,Tegan and Sara,2013,214133,35,0.477,0.00372,0.477,0.728,5.05e-05,0.15,-7.108,0.0342,93.113,4
2963,Now I'm All Messed Up,Heartthrob,Tegan and Sara,2013,247893,36,0.564,0.00123,0.564,0.744,2.87e-05,0.276,-6.078,0.0349,154.032,4
2964,Shock to Your System,Heartthrob,Tegan and Sara,2013,216013,35,0.63,0.00377,0.63,0.657,0.175,0.0932,-7.072,0.0368,103.033,4
2965,(W)here,Held,Holy Other,2012-08-28,229215,25,0.339,0.261,0.339,0.723,0.773,0.111,-9.154,0.12,142.03,3
2966,Tense Past,Held,Holy Other,2012-08-28,232164,23,0.174,0.118,0.174,0.598,0.925,0.0901,-7.27,0.0417,109.081,3
2967,Inpouring,Held,Holy Other,2012-08-28,166814,24,0.381,0.0145,0.381,0.458,0.67,0.187,-10.482,0.05,159.532,5
2968,Love Some1,Held,Holy Other,2012-08-28,268320,22,0.271,0.322,0.271,0.58,0.898,0.111,-11.555,0.0434,108.033,3
2969,U Now,Held,Holy Other,2012-08-28,239434,20,0.527,0.861,0.527,0.555,0.868,0.0953,-12.571,0.115,159.744,4
2970,In Difference,Held,Holy Other,2012-08-28,161707,21,0.297,0.244,0.297,0.364,0.698,0.103,-10.793,0.0291,100.235,4
2971,Past Tension,Held,Holy Other,2012-08-28,176834,21,0.295,0.73,0.295,0.753,0.932,0.139,-7.836,0.0659,120.082,4
2972,Held,Held,Holy Other,2012-08-28,367514,23,0.322,0.473,0.322,0.565,0.683,0.319,-10.564,0.044,122.932,5
2973,Nothing Here,Held,Holy Other,2012-08-28,264764,29,0.267,0.174,0.267,0.472,0.887,0.0967,-9.546,0.0515,69.268,3
2974,Montezuma,Helplessness Blues,Fleet Foxes,2011-05-03,217120,45,0.243,0.841,0.243,0.318,0.0211,0.101,-9.108,0.0303,98.869,4
2975,Bedouin Dress,Helplessness Blues,Fleet Foxes,2011-05-03,269800,38,0.428,0.0785,0.428,0.458,0.000631,0.124,-10.184,0.0368,123.208,4
2976,Sim Sala Bim,Helplessness Blues,Fleet Foxes,2011-05-03,194053,35,0.405,0.36,0.405,0.432,0.00334,0.118,-8.224,0.0292,106.96,4
2977,Battery Kinzie,Helplessness Blues,Fleet Foxes,2011-05-03,169000,37,0.596,0.236,0.596,0.632,2.65e-05,0.112,-6.235,0.0262,138.951,4
2978,The Plains / Bitter Dancer,Helplessness Blues,Fleet Foxes,2011-05-03,353906,33,0.317,0.496,0.317,0.364,0.0131,0.129,-10.235,0.0283,86.829,4
2979,Helplessness Blues,Helplessness Blues,Fleet Foxes,2011-05-03,303386,48,0.325,0.0849,0.325,0.46,3.6e-06,0.103,-7.226,0.0335,124.864,3
2980,The Cascades,Helplessness Blues,Fleet Foxes,2011-05-03,127640,38,0.431,0.882,0.431,0.294,0.901,0.111,-13.928,0.0269,88.085,4
2981,Lorelai,Helplessness Blues,Fleet Foxes,2011-05-03,264840,38,0.453,0.198,0.453,0.833,0.0297,0.273,-7.7,0.0351,144.023,3
2982,Someone You'd Admire,Helplessness Blues,Fleet Foxes,2011-05-03,149373,35,0.502,0.861,0.502,0.248,0.0,0.108,-10.104,0.0336,128.124,3
2983,The Shrine / An Argument,Helplessness Blues,Fleet Foxes,2011-05-03,487293,39,0.35,0.757,0.35,0.342,0.000277,0.0892,-10.129,0.0347,123.721,3
2984,Blue Spotted Tail,Helplessness Blues,Fleet Foxes,2011-05-03,185293,41,0.426,0.909,0.426,0.0514,0.00138,0.108,-21.369,0.0735,88.907,4
2985,Grown Ocean,Helplessness Blues,Fleet Foxes,2011-05-03,276040,33,0.353,0.0111,0.353,0.709,0.0497,0.125,-7.339,0.0545,157.621,3
2986,Now Hear In,Here And Nowhere Else,Cloud Nothings,2014-04-01,210833,27,0.216,0.000307,0.216,0.959,0.414,0.187,-6.074,0.095,90.161,4
2987,Quieter Today,Here And Nowhere Else,Cloud Nothings,2014-04-01,184096,22,0.199,0.000434,0.199,0.954,0.501,0.0843,-5.176,0.0733,95.72,4
2988,Psychic Trauma,Here And Nowhere Else,Cloud Nothings,2014-04-01,172568,28,0.284,6.06e-05,0.284,0.932,0.293,0.0863,-6.232,0.0769,98.532,4
2989,Just See Fear,Here And Nowhere Else,Cloud Nothings,2014-04-01,188876,21,0.372,0.0499,0.372,0.98,0.929,0.0716,-4.871,0.197,93.579,4
2990,Giving Into Seeing,Here And Nowhere Else,Cloud Nothings,2014-04-01,228792,19,0.246,0.00989,0.246,0.996,0.583,0.255,-5.138,0.131,94.498,4
2991,No Thoughts,Here And Nowhere Else,Cloud Nothings,2014-04-01,184912,21,0.263,0.00537,0.263,0.978,0.000313,0.104,-4.841,0.109,94.481,4
2992,Pattern Walks,Here And Nowhere Else,Cloud Nothings,2014-04-01,443689,22,0.198,0.0137,0.198,0.98,0.459,0.149,-5.56,0.0902,91.974,4
2993,I'm Not Part Of Me,Here And Nowhere Else,Cloud Nothings,2014-04-01,275308,42,0.389,0.0521,0.389,0.955,0.642,0.0815,-4.963,0.0599,86.926,4
2994,Heritage,Heritage,Opeth,2011-09-20,124640,41,0.552,0.981,0.552,0.045,0.897,0.136,-24.051,0.0796,77.311,4
2995,The Devil's Orchard,Heritage,Opeth,2011-09-20,399666,35,0.516,0.00563,0.516,0.645,0.667,0.292,-10.383,0.0365,95.006,4
2996,I Feel the Dark,Heritage,Opeth,2011-09-20,397453,31,0.533,0.213,0.533,0.389,0.299,0.0991,-14.034,0.0278,135.022,4
2997,Slither,Heritage,Opeth,2011-09-20,239826,29,0.562,0.00477,0.562,0.846,0.477,0.329,-8.483,0.0737,119.948,4
2998,Nepenthe,Heritage,Opeth,2011-09-20,337213,28,0.511,0.289,0.511,0.254,0.346,0.104,-16.316,0.044,114.966,4
2999,Häxprocess,Heritage,Opeth,2011-09-20,417720,28,0.272,0.504,0.272,0.35,0.41,0.0949,-14.172,0.0435,60.937,4
3000,Famine,Heritage,Opeth,2011-09-20,511626,27,0.579,0.162,0.579,0.311,0.259,0.555,-15.276,0.0481,99.965,4
3001,The Lines in My Hand,Heritage,Opeth,2011-09-20,228733,26,0.418,0.00176,0.418,0.857,0.822,0.333,-9.995,0.0457,170.005,4
3002,Folklore,Heritage,Opeth,2011-09-20,497146,29,0.356,0.0149,0.356,0.567,0.672,0.105,-13.489,0.0483,130.01,4
3003,Marrow of the Earth,Heritage,Opeth,2011-09-20,258893,27,0.631,0.985,0.631,0.0426,0.908,0.0916,-18.369,0.04,80.106,4
3004,The Eater Of Dreams,Hesitation Marks,Nine Inch Nails,2013,52431,25,0.555,0.0834,0.555,0.0237,0.296,0.28,-26.377,0.049,167.739,4
3005,Copy Of A,Hesitation Marks,Nine Inch Nails,2013,322622,44,0.634,0.022,0.634,0.828,0.422,0.216,-6.161,0.0391,137.974,5
3006,Came Back Haunted,Hesitation Marks,Nine Inch Nails,2013,317269,36,0.687,0.00342,0.687,0.747,0.0194,0.117,-4.324,0.0797,130.025,4
3007,Find My Way,Hesitation Marks,Nine Inch Nails,2013,315668,30,0.624,0.202,0.624,0.448,0.759,0.106,-8.686,0.0357,150.008,4
3008,All Time Low,Hesitation Marks,Nine Inch Nails,2013,377810,32,0.545,0.0163,0.545,0.857,0.0195,0.121,-5.262,0.0414,86.033,4
3009,Disappointed,Hesitation Marks,Nine Inch Nails,2013,344115,28,0.74,0.0201,0.74,0.472,0.847,0.104,-8.495,0.0386,137.032,4
